"iata","name","city","country","country_code","lat","lon","timezone"
"ANU","V. C. Bird International Airport","Osbourn","AG","AG","17.1367","-61.792702","America/Antigua"
"ANV","Anvik Airport","Anvik","US","US","62.646702","-160.190994","America/Anchorage"
"ANW","Ainsworth Regional Airport","Ainsworth","US","US","42.579201","-99.992995","UTC"
"ANX","Andøya Airport, Andenes","Andenes","NO","NO","69.295193","16.139379","Europe/Oslo"
"ANY","Anthony Municipal Airport","Anthony","US","US","37.158501","-98.079597","UTC"
"ANZ","Angus Downs Airport","Angus Downs Station","AU","AU","-25.0325","132.2748","UTC"
"AOB","Annanberg Airport","AOB","PG","PG","-4.90416666667","144.635833333","UTC"
"AOC","Leipzig–Altenburg Airport","Nobitz","DE","DE","50.981945","12.506389","Europe/Berlin"
"AOD","Abou-Deïa Airport","Abou-Deïa","TD","TD","11.4773","19.2874","UTC"
"AOE","Hasan Polatkan Airport","Eskişehir","TR","TR","39.811644","30.519268","Europe/Istanbul"
"AOG","Anshan Teng'ao Airport / Anshan Air Base","Anshan","CN","CN","41.105301","122.853996","Asia/Shanghai"
"AOH","Lima Allen County Airport","Lima","US","US","40.706902","-84.026703","America/New_York"
"AOI","Marche Airport","Falconara Marittima (AN)","IT","IT","43.616299","13.3623","Europe/Rome"
"AOJ","Aomori Airport","Aomori","JP","JP","40.733777","140.689477","Asia/Tokyo"
"AOK","Karpathos Airport","Karpathos Island","GR","GR","35.421398","27.146","Europe/Athens"
"AOL","Paso De Los Libres Airport","Paso de los Libres","AR","AR","-29.6894","-57.1521","America/Cordoba"
"AOM","Adam Airport","Adam","OM","OM","22.4919444444","57.3838888889","UTC"
"AOO","Altoona Blair County Airport","Altoona","US","US","40.296398","-78.32","America/New_York"
"AOP","Alferez FAP Alfredo Vladimir Sara Bauer Airport","Andoas","PE","PE","-2.79612994194","-76.46659851070001","America/Lima"
"AOQ","Aappilattoq Heliport","Aappilattoq","GL","GL","72.88703","-55.596287","UTC"
"AOR","Sultan Abdul Halim Airport","Alor Satar","MY","MY","6.189670085906982","100.39800262451172","Asia/Kuala_Lumpur"
"AOS","Amook Bay Seaplane Base","Amook Bay","US","US","57.4715003967","-153.815002441","UTC"
"AOT","Aosta Corrado Gex Airport","Saint-Christophe (AO)","IT","IT","45.738552","7.3683","Europe/Rome"
"AOU","Attopeu Airport","Attopeu","LA","LA","14.793056","107.045278","\N"
"APA","Centennial Airport","Denver","US","US","39.57009888","-104.848999","America/Denver"
"APB","Apolo Airport","Apolo","BO","BO","-14.7356","-68.411903","UTC"
"APC","Napa County Airport","Napa","US","US","38.2132","-122.280998","America/Los_Angeles"
"APD","Arung Palakka Airport","Bone","ID","ID","-4.459582","120.310436","UTC"
"APF","Naples Municipal Airport","Naples","US","US","26.1525993347","-81.7752990723","America/New_York"
"APG","Phillips Army Air Field","Aberdeen","US","US","39.466202","-76.1688","America/New_York"
"APH","Mary Walker LZ Airport","Bowling Green","US","US","38.068631","-77.319318","UTC"
"API","Gomez Nino Apiay Air Base","Apiay","CO","CO","4.07607","-73.5627","\N"
"APJ","Ali Pulan Airport","Burang Town","CN","CN","30.397898","81.13317","UTC"
"APK","Apataki Airport","Apataki","PF","PF","-15.5736","-146.414993","Pacific/Tahiti"
"APL","Nampula Airport","Nampula","MZ","MZ","-15.1056","39.281799","Africa/Maputo"
"APN","Alpena County Regional Airport","Alpena","US","US","45.0780983","-83.56030273","America/New_York"
"APO","Antonio Roldán Betancur Airport","Carepa","CO","CO","7.81196","-76.7164","America/Bogota"
"APP","Asapa Airport","APP","PG","PG","-8.979167","148.103611","UTC"
"APQ","Arapiraca Airport","Arapiraca","BR","BR","-9.776589","-36.628983","\N"
"APR","April River Airport","April River","PG","PG","-4.67666666667","142.540138889","UTC"
"APS","Anápolis Airport","Anápolis","BR","BR","-16.363575","-48.9288","UTC"
"APT","Marion County Airport - Brown Field","Jasper","US","US","35.060699","-85.585297","\N"
"APU","Captain João Busse Airport","Apucarana","BR","BR","-23.609099","-51.384301","UTC"
"APV","Apple Valley Airport","Apple Valley","US","US","34.575298309299995","-117.185997009","UTC"
"APW","Faleolo International Airport","Apia","WS","WS","-13.83","-172.007996","Pacific/Apia"
"APX","Arapongas Airport","Arapongas","BR","BR","-23.352636","-51.491967","UTC"
"APY","Alto Parnaíba Airport","Alto Parnaíba","BR","BR","-9.08533","-45.955603","UTC"
"APZ","Zapala Airport","Zapala","AR","AR","-38.975498","-70.113602","America/Argentina/Salta"
"AQA","Araraquara Airport","Araraquara","BR","BR","-21.812","-48.132999","America/Sao_Paulo"
"AQB","Quiché Airport","Santa Cruz del Quiché","GT","GT","15.0122","-91.150597","America/Guatemala"
"AQG","Anqing Tianzhushan Airport / Anqing North Air Base","Anqing","CN","CN","30.582199","117.050003","Asia/Shanghai"
"AQI","Al Qaisumah/Hafr Al Batin Airport","Qaisumah","SA","SA","28.335199","46.125099","Asia/Riyadh"
"AQJ","King Hussein International Airport","Aqaba","JO","JO","29.611601","35.018101","Asia/Amman"
"AQM","Ariquemes Airport","Ariquemes","BR","BR","-9.880436","-63.047115","UTC"
"AQP","Rodríguez Ballón International Airport","Arequipa","PE","PE","-16.340786","-71.569485","America/Lima"
"AQY","Girdwood-Alyeska Airport","Girdwood","US","US","60.968774","-149.119792","UTC"
"ARA","Acadiana Regional Airport","New Iberia","US","US","30.0378","-91.883904","America/Chicago"
"ARB","Ann Arbor Municipal Airport","Ann Arbor","US","US","42.2229995728","-83.74559783939999","America/New_York"
"ARC","Arctic Village Airport","Arctic Village","US","US","68.1147","-145.578995","America/Anchorage"
"ARD","Alor Island - Mali Airport","Kabola","ID","ID","-8.13234","124.597","Asia/Makassar"
"ARE","Antonio Nery Juarbe Pol Airport","Arecibo","PR","PR","18.45085","-66.675768","America/Puerto_Rico"
"ARF","Acaricuara Airport","Acaricuara","CO","CO","0.533333","-70.133333","UTC"
"ARG","Walnut Ridge Regional Airport","Walnut Ridge","US","US","36.124667","-90.925111","UTC"
"ARH","Talagi Airport","Archangelsk","RU","RU","64.60030364990234","40.71670150756836","Europe/Moscow"
"ARI","Chacalluta Airport","Arica","CL","CL","-18.348499","-70.338699","America/Santiago"
"ARK","Arusha Airport","Arusha","TZ","TZ","-3.3677899837493896","36.63330078125","Africa/Dar_es_Salaam"
"ARL","Arly Airport","Arly","BF","BF","11.597","1.483","UTC"
"ARM","Armidale Airport","Armidale","AU","AU","-30.528099060099997","151.617004395","Australia/Sydney"
"ARN","Stockholm-Arlanda Airport","Stockholm","SE","SE","59.64849","17.928829","Europe/Stockholm"
"ARO","Arboletes Airport","Arboletes","CO","CO","8.855118","-76.422676","UTC"
"ARP","Aragip Airport","ARP","PG","PG","-9.88333333333","149.483333333","UTC"
"ARQ","El Troncal Airport","Arauquita","CO","CO","7.02106","-71.388901","UTC"
"ARR","D. Casimiro Szlapelis Airport","Alto Rio Senguerr","AR","AR","-45.013599","-70.812202","America/Catamarca"
"ARS","Aragarças Airport","Aragarças","BR","BR","-15.8994","-52.2411","UTC"
"ART","Watertown International Airport","Watertown","US","US","43.991901","-76.021698","America/New_York"
"ARU","Araçatuba Airport","Araçatuba","BR","BR","-21.141479","-50.424575","America/Sao_Paulo"
"ARV","Lakeland Airport Noble F Lee Memorial Field","Woodruff","US","US","45.927898","-89.730904","America/Chicago"
"ARW","Arad International Airport","Arad","RO","RO","46.176136","21.264322","Europe/Bucharest"
"ARX","Aracati Dragão do Mar Regional Airport","Aracati","BR","BR","-4.568896","-37.805135","UTC"
"ARY","Ararat Airport","Ararat","AU","AU","-37.309978","142.988688","\N"
"ARZ","N'zeto Airport","N'zeto","AO","AO","-7.259277","12.862355","UTC"
"ASA","Assab International Airport","Assab","ER","ER","13.0718","42.645","Africa/Asmera"
"ASB","Ashgabat International Airport","Ashgabat","TM","TM","37.986801","58.361","Asia/Ashgabat"
"ASC","Ascención de Guarayos Airport","Ascensión de Guarayos","BO","BO","-15.933365","-63.155575","UTC"
"ASD","Andros Town Airport","Andros Town","BS","BS","24.697901","-77.795601","America/Nassau"
"ASE","Aspen-Pitkin County Airport (Sardy Field)","Aspen","US","US","39.223202","-106.869003","America/Denver"
"ASF","Astrakhan Narimanovo Boris M. Kustodiev International Airport","Astrakhan","RU","RU","46.282843","48.010511","Europe/Samara"
"ASG","Ashburton Airport","Ashburton","NZ","NZ","-43.903301","171.796997","UTC"
"ASH","Nashua Airport / Boire Field","Nashua","US","US","42.7817","-71.514801","America/New_York"
"ASI","RAF Ascension Island","Cat Hill","SH","SH","-7.970179","-14.392744","Atlantic/St_Helena"
"ASJ","Amami Airport","Amami","JP","JP","28.430599212646484","129.71299743652344","Asia/Tokyo"
"ASK","Yamoussoukro International Airport","Yamoussoukro","CI","CI","6.90317","-5.36558","Africa/Abidjan"
"ASL","Harrison County Airport","Marshall","US","US","32.5205001831","-94.307800293","UTC"
"ASM","Asmara International Airport","Asmara","ER","ER","15.2919","38.910702","Africa/Asmera"
"ASN","Talladega Municipal Airport","Talladega","US","US","33.569900512699995","-86.05090332030001","\N"
"ASO","Asosa Airport","Asosa","ET","ET","10.018500328063965","34.586299896240234","Africa/Addis_Ababa"
"ASP","Alice Springs Airport","Alice Springs","AU","AU","-23.806588","133.903427","Australia/Darwin"
"ASQ","Austin Airport","Austin","US","US","39.467708","-117.197576","UTC"
"ASR","Kayseri Erkilet International Airport","Kayseri","TR","TR","38.770401","35.495399","Europe/Istanbul"
"ASS","Arathusa Safari Lodge Airport","Arathusa","ZA","ZA","-24.740527","31.517973","\N"
"AST","Astoria Regional Airport","Astoria","US","US","46.158000946","-123.878997803","America/Los_Angeles"
"ASU","Silvio Pettirossi International Airport","Asunción","PY","PY","-25.240156","-57.519227","America/Asuncion"
"ASV","Amboseli Airport","Amboseli National Park","KE","KE","-2.645050048828125","37.25310134887695","Africa/Nairobi"
"ASW","Aswan International Airport","Aswan","EG","EG","23.961075","32.820382","Africa/Cairo"
"ASX","John F Kennedy Memorial Airport","Ashland","US","US","46.54850006","-90.91899872","UTC"
"ASY","Ashley Municipal Airport","Ashley","US","US","46.0238990784","-99.3526000977","UTC"
"ASZ","Asirim Airport","ASZ","PG","PG","-6.009722222220001","150.368611111","UTC"
"ATA","Comandante FAP German Arias Graziani Airport","Anta","PE","PE","-9.347439765930176","-77.59839630126953","America/Lima"
"ATB","Atbara Airport","Atbara","SD","SD","17.709928","34.057205","Africa/Khartoum"
"ATC","Arthur's Town Airport","Arthur's Town","BS","BS","24.6294","-75.673797","America/Nassau"
"ATD","Uru Harbour Airport","Atoifi","SB","SB","-8.87333","161.011002","Pacific/Guadalcanal"
"ATE","Antlers Municipal Airport","Antlers","US","US","34.1926002502","-95.6499023438","UTC"
"ATF","Chachoán Regional Airport","Ambato","EC","EC","-1.21207","-78.5746","America/Guayaquil"
"ATG","Minhas Air Base","Kamra","PK","PK","33.8690986633","72.4009017944","\N"
"ATH","Athens Eleftherios Venizelos International Airport","Spata-Artemida","GR","GR","37.936401","23.9445","Europe/Athens"
"ATI","Artigas International Airport","Artigas","UY","UY","-30.4007","-56.5079","\N"
"ATJ","Antsirabe Airport","Antsirabe","MG","MG","-19.839221","47.063713","Indian/Antananarivo"
"ATK","Atqasuk Edward Burnell Sr Memorial Airport","Atqasuk","US","US","70.46704","-157.436013","America/Anchorage"
"ATL","Hartsfield Jackson Atlanta International Airport","Atlanta","US","US","33.6367","-84.428101","America/New_York"
"ATM","Altamira Interstate Airport","Altamira","BR","BR","-3.253144","-52.253938","America/Belem"
"ATN","Namatanai Airport","Namatanai","PG","PG","-3.6695","152.438","UTC"
"ATO","Ohio University Airport","Albany","US","US","39.211839","-82.22949","America/New_York"
"ATP","Aitape Airport","Aitape","PG","PG","-3.143611","142.346806","UTC"
"ATQ","Sri Guru Ram Das Ji International Airport","Amritsar","IN","IN","31.7096","74.797302","Asia/Calcutta"
"ATR","Atar International Airport","Atar","MR","MR","20.505823","-13.043744","Africa/Nouakchott"
"ATS","Artesia Municipal Airport","Artesia","US","US","32.8525009155","-104.468002319","UTC"
"ATT","Atmautluak Airport","Atmautluak","US","US","60.866699","-162.272996","UTC"
"ATU","Casco Cove Coast Guard Station","Attu","US","US","52.829797","173.173796","UTC"
"ATV","Ati Airport","Ati","TD","TD","13.239778","18.315893","UTC"
"ATW","Appleton International Airport","Appleton","US","US","44.258515","-88.519","America/Chicago"
"ATX","Atbasar Airport","Atbasar","KZ","KZ","51.852306","68.366892","UTC"
"ATY","Watertown Regional Airport","Watertown","US","US","44.91400146","-97.15470123","America/Chicago"
"ATZ","Asyut International Airport","Asyut","EG","EG","27.045962","31.01276","Africa/Cairo"
"AUA","Queen Beatrix International Airport","Oranjestad","AW","AW","12.501056","-70.014281","America/Aruba"
"AUC","Santiago Perez Airport","Arauca","CO","CO","7.06888","-70.7369","America/Bogota"
"AUD","Augustus Downs Airport","AUD","AU","AU","-18.5087","139.882084","UTC"
"AUE","Abu Rudeis Airport","Ras Abu Rudeis","EG","EG","28.899694","33.202057","UTC"
"AUF","Auxerre Branches airport","Auxerre","FR","FR","47.850201","3.49711","Europe/Paris"
"AUG","Augusta State Airport","Augusta","US","US","44.320598602299995","-69.7973022461","America/New_York"
"AUH","Zayed International Airport","Abu Dhabi","AE","AE","24.440966","54.649237","Asia/Dubai"
"AUI","Aua Island Airport","Aua Island","PG","PG","-1.46055555556","143.064722222","UTC"
"AUJ","Ambunti Airport","Ambunti","PG","PG","-4.21566666667","142.823166667","UTC"
"AUK","Alakanuk Airport","Alakanuk","US","US","62.682653","-164.722481","America/Anchorage"
"AUL","Aur Island Airport","Aur Atoll","MH","MH","8.14528","171.173004","UTC"
"AUM","Austin Municipal Airport","Austin","US","US","43.66500092","-92.93340302","UTC"
"AUN","Auburn Municipal Airport","Auburn","US","US","38.95479965","-121.0820007","UTC"
"AUO","Auburn University Regional Airport","Auburn","US","US","32.615101","-85.433998","America/Chicago"
"AUP","Agaun Airport","Agaun","PG","PG","-9.927715","149.389951","UTC"
"AUQ","Hiva Oa-Atuona Airport","Hiva Oa Island","PF","PF","-9.76879024506","-139.011001587","Pacific/Marquesas"
"AUR","Aurillac airport","Aurillac","FR","FR","44.891399","2.42194","Europe/Paris"
"AUS","Austin Bergstrom International Airport","Austin","US","US","30.197535","-97.662015","America/Chicago"
"AUT","Atauro Airport","Vila","TL","TL","-8.243133","125.606378","UTC"
"AUU","Aurukun Airport","Aurukun","AU","AU","-13.354019","141.720028","Australia/Brisbane"
"AUV","Aumo Airport","Aumo","PG","PG","-5.731111111110001","148.445277778","UTC"
"AUW","Wausau Downtown Airport","Wausau","US","US","44.9262008667","-89.6266021729","America/Chicago"
"AUX","Araguaína Airport","Araguaína","BR","BR","-7.22787","-48.240501","America/Fortaleza"
"AUY","Aneityum Airport","Anatom Island","VU","VU","-20.249142","169.770758","Pacific/Efate"
"AUZ","Aurora Municipal Airport","Chicago/Aurora","US","US","41.771900177","-88.47570037839999","UTC"
"AVA","Anshun Huangguoshu Airport","Anshun (Xixiu)","CN","CN","26.260556","105.873333","Asia/Shanghai"
"AVB","Aviano Air Base","Aviano (PN)","IT","IT","46.031898","12.596503","Europe/Rome"
"AVG","Auvergne Airport","Auvergne Station","AU","AU","-15.690555","130.008818","UTC"
"AVI","Máximo Gómez Airport","Ciro Redondo","CU","CU","22.0271","-78.789597","America/Havana"
"AVK","Arvaikheer Airport","Arvaikheer","MN","MN","46.250301361083984","102.802001953125","Asia/Ulaanbaatar"
"AVL","Asheville Regional Airport","Asheville","US","US","35.435488","-82.541853","America/New_York"
"AVN","Avignon Caumont airport","Avignon","FR","FR","43.907299","4.90183","Europe/Paris"
"AVO","Avon Park Executive Airport","Avon Park","US","US","27.59119987","-81.52780151","America/New_York"
"AVP","Wilkes-Barre/Scranton International Airport","Wilkes-Barre/Scranton","US","US","41.337064","-75.724232","America/New_York"
"AVU","Avu Avu Airport","Avu Avu","SB","SB","-9.868333","160.410556","UTC"
"AVV","Melbourne Avalon International Airport","Geelong/Melbourne","AU","AU","-38.040269","144.467196","Australia/Hobart"
"AVW","Marana Regional Airport","Marana","US","US","32.409065","-111.216199","America/Phoenix"
"AVX","Catalina Airport","Avalon","US","US","33.4049","-118.416","America/Los_Angeles"
"AWA","Hawassa International Airport","Hawassa","ET","ET","7.100611","38.396455","Africa/Addis_Ababa"
"AWB","Awaba Airport","Awaba","PG","PG","-8.013414","142.752099","UTC"
"AWD","Aniwa Airport","Aniwa","VU","VU","-19.2346","169.6009","Pacific/Efate"
"AWE","Alowe Airport","Wonga Wongué Presidential Reserve","GA","GA","-0.545","9.444","UTC"
"AWK","Wake Island Airfield","Wake Island","UM","UM","19.282437","166.636637","Pacific/Johnston"
"AWM","West Memphis Municipal Airport","West Memphis","US","US","35.1351013184","-90.2343978882","UTC"
"AWN","Alton Downs Airport","AWN","AU","AU","-26.488959","139.259906","UTC"
"AWP","Austral Downs Airport","AWP","AU","AU","-20.5","137.75","UTC"
"AWR","Awar Airport (unusable)","Awar","PG","PG","-4.122278","144.853292","UTC"
"AWZ","Qasem Soleimani International Airport","Ahvaz","IR","IR","31.3364","48.763789","Asia/Tehran"
"AXA","Clayton J. Lloyd International Airport","The Valley","AI","AI","18.204773","-63.05383","America/Anguilla"
"AXB","Maxson Airfield","Alexandria Bay","US","US","44.312002","-75.90034","UTC"
"AXC","Aramac Airport","AXC","AU","AU","-22.95788","145.249504","UTC"
"AXD","Alexandroupoli Democritus Airport","Alexandroupolis","GR","GR","40.8559","25.956301","Europe/Athens"
"AXE","Xanxerê Airport","Xanxerê","BR","BR","-26.875067","-52.372862","UTC"
"AXF","Alxa Left Banner Bayanhot Airport","Bayanhot","CN","CN","38.748317","105.58416","\N"
"AXG","Algona Municipal Airport","Algona","US","US","43.078104","-94.271836","UTC"
"AXJ","Amakusa Airport","Amakusa","JP","JP","32.482498","130.158997","Asia/Tokyo"
"AXK","Ataq Airport","Ataq","YE","YE","14.5513","46.826199","Asia/Aden"
"AXL","Alexandria Homestead Airport","AXL","AU","AU","-19.060199737548828","136.7100067138672","UTC"
"AXM","El Eden Airport","Armenia","CO","CO","4.45278","-75.7664","America/Bogota"
"AXN","Chandler Field","Alexandria","US","US","45.866299","-95.394699","\N"
"AXO","Pantar Kabir Airport","Kabir","ID","ID","-8.244832","124.219108","UTC"
"AXP","Spring Point Airport","Spring Point","BS","BS","22.441799","-73.970901","America/Nassau"
"AXR","Arutua Airport","AXR","PF","PF","-15.248299598693848","-146.61700439453125","Pacific/Tahiti"
